Location,GeoRef,AgeRangeLow,AgeRangeHigh,Sex,TotalNum,TotalNumLow95,TotalNumHigh95,TotalNumCoeffVar,TotalPerc,TotalPercLow95,TotalPercHigh95,TotalPercCoeffVar,CurrentNum,CurrentNumLow95,CurrentNumHigh95,CurrentNumCoeffVar,CurrentPerc,CurrentPercLow95,CurrentPercHigh95,CurrentPercCOeffVar,DailyNum,DailyNumLow95,DailyNumHigh95,DailyNumCoeffVar,DailyPerc,DailyPercLow95,DailyPercHigh95,DailyPercCoeffVar,OccNum,OccNumLow95,OccNumHigh95,OccNumCoeffVar,OccPerc,OccPercLow95,OccPercHigh95,OccPercCoeffVar,FormerNum,FormerNumLow95,FormerNumHigh95,FormerNumCoeffVar,FormerPerc,FormerPercLow95,FormerPercHigh95,FormerPercCoeffVar,NeverNum,NeverNumLow95,NeverNumHigh95,NeverNumCoeffVar,NeverPerc,NeverPercLow95,NeverPercHigh95,NeverPercCoeffVar,NotNum,NotNumLow95,NotNumHigh95,NotNumCoeffVar,NotPerc,NotPercLow95,NotPercHigh95,NotPercCoeffVar
"South Westman, Manitoba (Peer group E)",4655,12,19,B,14332,14332,14332,0,100,100,100,0,2367,1202,3532,25.1,16.5,8.4,24.6,25.1,1686,903,2470,23.7,11.8,6.3,17.2,23.7,-1,-1,-1,-1,-1,-1,-1,-1,4920,3809,6031,11.5,34.3,26.6,42.1,11.5,7045,5656,8434,10.1,49.2,39.5,58.8,10.1,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,12,19,M,4369,4369,4369,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,683,266,1099,31.1,15.6,6.1,25.2,31.1,3310,2861,3758,6.9,75.8,65.5,86,6.9,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,12,19,F,2208,2208,2208,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1770,1464,2077,8.8,80.2,66.3,94.1,8.8,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,12,14,B,2160,2160,2160,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1539,1202,1877,11.2,71.3,55.6,86.9,11.2,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,12,14,M,1638,1048,2229,18.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1556,977,2135,19,95,87.1,102.8,4.2,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,12,14,F,793,397,1189,25.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,793,397,1189,25.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,15,19,B,845,448,1242,24,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763,408,1117,23.7,90.2,76.3,104.2,7.9,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,15,19,M,2730,2140,3321,11,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,600,234,966,31.1,22,8.8,35.2,30.6,1754,1169,2339,17,64.2,49.7,78.8,11.6,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,15,19,F,1415,1019,1811,14.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,977,631,1324,18.1,69.1,51,87.1,13.3,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,20,34,B,1315,918,1712,15.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,777,409,1145,24.2,59,36.4,81.7,19.6,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,20,34,M,5769,5205,6332,5,100,100,100,0,1696,1056,2337,19.3,29.4,17.3,41.5,21,1400,855,1945,19.9,24.3,14.7,33.9,20.2,-1,-1,-1,-1,-1,-1,-1,-1,1811,1249,2374,15.9,31.4,21.9,40.9,15.5,2261,1443,3080,18.5,39.2,27.2,51.2,15.6,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,20,34,F,2824,2449,3198,6.8,100,100,100,0,984,592,1377,20.3,34.9,18.7,51.1,23.7,786,430,1143,23.1,27.8,13.4,42.3,26.4,-1,-1,-1,-1,-1,-1,-1,-1,1082,652,1511,20.3,38.3,25.7,50.9,16.8,758,343,1173,27.9,26.8,13.2,40.4,25.8,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,20,24,B,2945,2553,3337,6.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1503,851,2156,22.1,51,30.1,72,20.9,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,20,24,M,2280,1708,2851,12.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,20,24,F,1345,930,1760,15.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,25,34,B,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,25,34,M,3489,2632,4346,12.5,100,100,100,0,1013,402,1625,30.8,29,14.7,43.4,25.2,-1,-1,-1,-1,24,9.6,38.3,30.5,-1,-1,-1,-1,-1,-1,-1,-1,1175,751,1600,18.4,33.7,20.7,46.7,19.7,1300,683,1917,24.2,37.3,23.8,50.7,18.4,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,25,34,F,1479,986,1972,17,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,35,44,B,2010,1362,2657,16.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,939,424,1454,28,46.7,27.1,66.3,21.4,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,35,44,M,5087,4524,5651,5.7,100,100,100,0,1265,622,1908,25.9,24.9,12.5,37.2,25.3,961,438,1484,27.8,18.9,8.5,29.3,28.2,-1,-1,-1,-1,-1,-1,-1,-1,1892,1340,2444,14.9,37.2,26.9,47.4,14.1,1930,1321,2540,16.1,37.9,26.8,49.1,15,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,35,44,F,2689,2314,3064,7.1,100,100,100,0,921,348,1494,31.7,34.3,15.4,53.1,28.1,-1,-1,-1,-1,27.5,10.2,44.8,32.1,-1,-1,-1,-1,-1,-1,-1,-1,712,395,1030,22.8,26.5,14.7,38.2,22.6,1055,561,1550,23.9,39.2,20.9,57.6,23.8,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,45,64,B,2398,2006,2790,8.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1179,780,1579,17.3,49.2,34,64.4,15.7,875,510,1239,21.3,36.5,22.3,50.6,19.8,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,45,64,M,7604,7604,7604,0,100,100,100,0,1940,1194,2685,19.6,25.5,15.7,35.3,19.6,1755,1080,2430,19.6,23.1,14.2,32,19.6,-1,-1,-1,-1,-1,-1,-1,-1,3274,2619,3928,10.2,43.1,34.4,51.7,10.2,2391,1595,3186,17,31.4,21,41.9,17,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,45,64,F,3867,3867,3867,0,100,100,100,0,1075,641,1510,20.6,27.8,16.6,39,20.6,1075,641,1510,20.6,27.8,16.6,39,20.6,-1,-1,-1,-1,-1,-1,-1,-1,1755,1315,2195,12.8,45.4,34,56.8,12.8,1036,596,1477,21.7,26.8,15.4,38.2,21.7,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,45,54,B,3737,3737,3737,0,100,100,100,0,864,346,1382,30.6,23.1,9.3,37,30.6,679,256,1103,31.8,18.2,6.8,29.5,31.8,-1,-1,-1,-1,-1,-1,-1,-1,1519,999,2038,17.5,40.6,26.7,54.5,17.5,1354,742,1966,23.1,36.2,19.9,52.6,23.1,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,45,54,M,4610,3804,5415,8.9,100,100,100,0,1207,526,1889,28.8,26.2,12.2,40.1,27.2,1097,445,1749,30.3,23.8,10.6,37,28.3,-1,-1,-1,-1,-1,-1,-1,-1,2046,1403,2689,16,44.4,30.5,58.3,16,1357,734,1979,23.4,29.4,17.9,40.9,19.9,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,45,54,F,2165,1632,2699,12.6,100,100,100,0,-1,-1,-1,-1,29.8,12.7,47,29.4,-1,-1,-1,-1,29.8,12.7,47,29.4,-1,-1,-1,-1,-1,-1,-1,-1,961,683,1238,14.7,44.4,27.4,61.3,19.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,55,64,B,2445,1921,2969,10.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1085,501,1669,27.4,44.4,22.1,66.6,25.6,798,340,1256,29.3,32.6,15.2,50.1,27.3,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,55,64,M,2994,2188,3800,13.7,100,100,100,0,732,333,1132,27.8,24.5,11.7,37.3,26.7,658,331,984,25.3,22,10.9,33,25.6,-1,-1,-1,-1,-1,-1,-1,-1,1228,813,1642,17.2,41,31.4,50.6,11.9,1034,402,1666,31.2,34.5,18.8,50.3,23.3,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,55,64,F,1702,1168,2235,16,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,794,407,1182,24.9,46.7,27.1,66.3,21.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,65,100,B,1293,768,1817,20.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,433,155,711,32.7,33.5,17.3,49.8,24.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,65,100,M,5865,5865,5865,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3139,2437,3841,11.4,53.5,41.6,65.5,11.4,2424,1603,3245,17.3,41.3,27.3,55.3,17.3,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,65,100,F,2774,2774,2774,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1930,1440,2421,13,69.6,51.9,87.3,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,65,74,B,3092,3092,3092,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1209,801,1617,17.2,39.1,25.9,52.3,17.2,1773,1317,2229,13.1,57.4,42.6,72.1,13.1,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,65,74,M,2764,2124,3405,11.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1571,952,2190,20.1,56.8,36.2,77.5,18.5,-1,-1,-1,-1,38.3,16.7,59.9,28.7,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,65,74,F,1549,1109,1990,14.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1085,587,1583,23.4,70.1,46.8,93.3,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,75,100,B,1215,922,1509,12.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,486,187,785,31.4,40,14.9,65,32,685,301,1068,28.6,56.4,31.9,80.8,22.1,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,75,100,M,3101,2460,3741,10.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1568,1002,2133,18.4,50.6,38,63.1,12.6,1366,886,1846,17.9,44.1,28.4,59.7,18.1,-1,-1,-1,-1,-1,-1,-1,-1
"South Westman, Manitoba (Peer group E)",4655,75,100,F,1224,784,1665,18.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,845,457,1233,23.4,69,47,91.1,16.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,12,100,B,1876,1583,2170,8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,723,379,1066,24.3,38.5,23.1,53.9,20.4,1088,739,1437,16.4,58,39.9,76.1,15.9,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,12,100,M,33760,33760,33760,0,100,100,100,0,8328,6767,9889,9.6,24.7,20,29.3,9.6,6268,4880,7656,11.3,18.6,14.5,22.7,11.3,2060,1143,2976,22.7,6.1,3.4,8.8,22.7,13049,11639,14459,5.5,38.7,34.5,42.8,5.5,12228,10775,13680,6.1,36.2,31.9,40.5,6.1,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,12,100,F,16881,16881,16881,0,100,100,100,0,4023,3088,4957,11.9,23.8,18.3,29.4,11.9,2926,2164,3687,13.3,17.3,12.8,21.8,13.3,1097,472,1722,29.1,6.5,2.8,10.2,29.1,7369,6265,8473,7.6,43.7,37.1,50.2,7.6,5368,4218,6519,10.9,31.8,25,38.6,10.9,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,12,19,B,16879,16879,16879,0,100,100,100,0,4305,3208,5403,13,25.5,19,32,13,3343,2315,4370,15.7,19.8,13.7,25.9,15.7,963,350,1576,32.5,5.7,2.1,9.3,32.5,5680,4569,6791,10,33.7,27.1,40.2,10,6859,5923,7796,7,40.6,35.1,46.2,7,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,12,19,M,4738,4738,4738,0,100,100,100,0,1064,409,1718,31.4,22.4,8.6,36.3,31.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2960,2345,3575,10.6,62.5,49.5,75.5,10.6,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,12,19,F,2502,2502,2502,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1212,707,1718,21.3,48.4,28.2,68.7,21.3,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,12,14,B,2236,2236,2236,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1748,1369,2127,11.1,78.2,61.2,95.1,11.1,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,12,14,M,1891,1239,2543,17.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1684,1075,2293,18.5,89.1,75.9,102.2,7.5,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,12,14,F,-1,-1,-1,-1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77.5,48.5,106.6,19.1,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,15,19,B,1170,739,1601,18.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1125,681,1569,20.1,96.2,87.1,105.2,4.8,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,15,19,M,2847,2195,3499,11.7,100,100,100,0,1037,376,1698,32.5,36.4,16.3,56.6,28.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1276,695,1857,23.2,44.8,26.4,63.2,21,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,15,19,F,1781,1306,2256,13.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,20,34,B,1066,636,1497,20.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,623,291,955,27.2,58.4,32.2,84.7,22.9,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,20,34,M,6917,6160,7674,5.6,100,100,100,0,2258,1227,3290,23.3,32.6,19.8,45.5,20,1716,830,2602,26.3,24.8,13.6,36,23,-1,-1,-1,-1,-1,-1,-1,-1,1894,1275,2513,16.7,27.4,18,36.8,17.5,2764,1848,3680,16.9,40,26.1,53.8,17.7,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,20,34,F,3612,3107,4117,7.1,100,100,100,0,1002,397,1607,30.8,27.8,13,42.5,27.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,937,456,1419,26.2,25.9,11.9,40,27.5,1672,1033,2311,19.5,46.3,28.3,64.3,19.9,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,20,24,B,3305,2769,3842,8.3,100,100,100,0,1256,540,1972,29.1,38,19.6,56.4,24.7,1080,386,1774,32.8,32.7,14.6,50.8,28.3,-1,-1,-1,-1,-1,-1,-1,-1,957,514,1401,23.6,29,14.3,43.6,25.9,1092,490,1694,28.1,33,15,51.1,27.9,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,20,24,M,2358,1671,3045,14.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1230,476,1984,31.3,52.2,26.4,77.9,25.2,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,20,24,F,929,409,1449,28.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,25,34,B,1429,969,1889,16.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,25,34,M,4559,3367,5750,13.3,100,100,100,0,1704,740,2668,28.9,37.4,20.7,54.1,22.8,-1,-1,-1,-1,27.6,12.7,42.4,27.4,-1,-1,-1,-1,-1,-1,-1,-1,1321,823,1819,19.2,29,16.6,41.4,21.8,1534,574,2494,31.9,33.7,14.7,52.6,28.8,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,25,34,F,2683,1904,3462,14.8,100,100,100,0,-1,-1,-1,-1,30.5,11.9,49.2,31.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43.5,18.1,69,29.8,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,35,44,B,1876,1116,2637,20.7,100,100,100,0,-1,-1,-1,-1,47.2,25.6,68.7,23.3,-1,-1,-1,-1,42.9,20.5,65.2,26.6,-1,-1,-1,-1,-1,-1,-1,-1,625,332,918,23.9,33.3,16.4,50.2,25.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,35,44,M,5226,4469,5982,7.4,100,100,100,0,2190,1483,2896,16.5,41.9,29.3,54.5,15.3,1749,1090,2409,19.2,33.5,21.4,45.5,18.4,-1,-1,-1,-1,-1,-1,-1,-1,1793,998,2588,22.6,34.3,21,47.6,19.7,1178,675,1681,21.8,22.5,12.9,32.2,21.8,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,35,44,F,2600,2095,3105,9.9,100,100,100,0,1020,520,1520,25,39.2,20.8,57.7,24,979,474,1485,26.3,37.7,18.9,56.4,25.4,-1,-1,-1,-1,-1,-1,-1,-1,818,343,1293,29.6,31.5,15,47.9,26.7,697,253,1141,32.5,26.8,10.8,42.8,30.4,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,45,64,B,2626,2089,3163,10.4,100,100,100,0,1170,659,1681,22.3,44.5,26.1,63,21.1,770,389,1152,25.3,29.3,14.3,44.3,26.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37.1,14.3,60,31.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,45,64,M,9295,9295,9295,0,100,100,100,0,2329,1672,2986,14.4,25.1,18,32.1,14.4,2022,1374,2670,16.3,21.8,14.8,28.7,16.3,-1,-1,-1,-1,-1,-1,-1,-1,4350,3541,5158,9.5,46.8,38.1,55.5,9.5,2616,1966,3266,12.7,28.1,21.2,35.1,12.7,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,45,64,F,4682,4682,4682,0,100,100,100,0,993,630,1356,18.7,21.2,13.5,29,18.7,850,528,1171,19.3,18.2,11.3,25,19.3,-1,-1,-1,-1,-1,-1,-1,-1,2381,1808,2954,12.3,50.9,38.6,63.1,12.3,1307,879,1736,16.7,27.9,18.8,37.1,16.7,-1,-1,-1,-1,-1,-1,-1,-1
"Parkland, Manitoba (Peer group E)",4660,45,54,B,4613,4613,4613,0,100,100,100,0,1336,739,1933,22.8,29,16,41.9,22.8,1173,554,1791,26.9,25.4,12,38.8,26.9,-1,-1,-1,-1,-1,-1,-1,-1,1969,1364,2573,15.7,42.7,29.6,55.8,15.7,1309,804,1813,19.7,28.4,17.4,39.3,19.7,-1,-1,-1,-1,-1,-1,-1,-1
