Location,GeoRef,AgeRangeLower,AgeRangeHigher,Sex,TotalNum,TotalNumLow95,TotalNumHigh95,TotalNumCoeffVar,TotalPerc,TotalPercLow95,TotalPercHigh95,TotalPerCoeffVar,UnderNum,UnderNumLow95,UnderNumHigh95,UnderNumCoeffVar,UnderPerc,UnderPercLow95,UnderPercHigh95,UnderPercCoeffVar,NormalNum,NormalNumLow95,NormalNumHigh95,NormalNumCoeffVar,NormalPerc,NormalPercLow95,NormalPercHigh95,NormalPercCoeffVar,SomeNum,SomeNumLow95,SomeNumHigh95,SomeNumCoeffVar,SomePerc,SomPercLow95,SomPercHigh95,SomePercCoeffVar,OverNum,OverNumLow95,OverNumHigh95,OverNumCoeffVar,OverPerc,OverPercLow95,OverPercHigh95,OverPercCoeffVar,NotNum,NotNumLow95,NotNumHigh95,NotNumCoeffVar,NotPerc,NotPercLow95,NotPercHigh95,NotPercCoeffVar
"Ottawa Public Health Unit, Ontario (Peer group B)",3551,25,34,B,27017,21980,32054,9.5,100,100,100,0,6464,2889,10038,28.2,23.9,11.9,35.9,25.6,15599,10647,20551,16.2,57.7,42.3,73.1,13.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Ottawa Public Health Unit, Ontario (Peer group B)",3551,25,34,M,107680,93868,121493,6.5,100,100,100,0,11383,6880,15886,20.2,10.6,6.8,14.3,18,53019,44848,61190,7.9,49.2,43.5,54.9,5.9,10716,7184,14248,16.8,10,6.7,13.2,16.7,31742,24647,38836,11.4,29.5,24.8,34.2,8.2,-1,-1,-1,-1,-1,-1,-1,-1
"Ottawa Public Health Unit, Ontario (Peer group B)",3551,25,34,F,54470,45611,63329,8.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,27746,20609,34882,13.1,50.9,41.1,60.7,9.8,6564,3706,9423,22.2,12.1,6.8,17.3,22,17636,12488,22784,14.9,32.4,24.3,40.5,12.8,-1,-1,-1,-1,-1,-1,-1,-1
"Ottawa Public Health Unit, Ontario (Peer group B)",3551,35,44,B,53210,44010,62410,8.8,100,100,100,0,9386,5266,13506,22.4,17.6,11,24.3,19.2,25274,20163,30384,10.3,47.5,38.3,56.7,9.9,4152,2045,6258,25.9,7.8,3.8,11.8,25.9,14106,8669,19543,19.7,26.5,19,34,14.5,-1,-1,-1,-1,-1,-1,-1,-1
"Ottawa Public Health Unit, Ontario (Peer group B)",3551,35,44,M,144547,134666,154428,3.5,100,100,100,0,11868,5624,18111,26.8,8.2,4.1,12.3,25.2,60448,51075,69820,7.9,41.8,35.4,48.2,7.8,25028,18250,31806,13.8,17.3,13,21.7,12.8,44909,37479,52339,8.4,31.1,25.9,36.2,8.5,-1,-1,-1,-1,-1,-1,-1,-1
"Ottawa Public Health Unit, Ontario (Peer group B)",3551,35,44,F,74732,68479,80984,4.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,26769,19901,33636,13.1,35.8,26.9,44.8,12.8,16248,10473,22024,18.1,21.7,14.4,29.1,17.2,28165,21828,34503,11.5,37.7,29.5,45.9,11.1,-1,-1,-1,-1,-1,-1,-1,-1
"Ottawa Public Health Unit, Ontario (Peer group B)",3551,45,64,B,69815,62823,76807,5.1,100,100,100,0,9506,4969,14044,24.4,13.6,7.6,19.6,22.5,33679,27974,39384,8.6,48.2,39.9,56.6,8.8,8780,5304,12255,20.2,12.6,7.8,17.3,19.2,16744,11329,22159,16.5,24,16.7,31.2,15.4,-1,-1,-1,-1,-1,-1,-1,-1
"Ottawa Public Health Unit, Ontario (Peer group B)",3551,45,64,M,186377,185732,187022,0.2,100,100,100,0,7934,4731,11138,20.6,4.3,2.5,6,20.6,65388,56711,74065,6.8,35.1,30.4,39.7,6.8,34482,26486,42477,11.8,18.5,14.2,22.8,11.8,76173,67397,84950,5.9,40.9,36.1,45.6,5.9,-1,-1,-1,-1,-1,-1,-1,-1
"Ottawa Public Health Unit, Ontario (Peer group B)",3551,45,64,F,90851,90851,90851,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,24967,19771,30164,10.6,27.5,21.8,33.2,10.6,21897,16100,27694,13.5,24.1,17.7,30.5,13.5,41971,35226,48716,8.2,46.2,38.8,53.6,8.2,-1,-1,-1,-1,-1,-1,-1,-1
"Ottawa Public Health Unit, Ontario (Peer group B)",3551,45,54,B,95526,94881,96171,0.3,100,100,100,0,6360,3632,9088,21.9,6.7,3.8,9.5,21.9,40420,33291,47550,9,42.3,34.8,49.8,9,12585,7731,17438,19.7,13.2,8.1,18.2,19.6,34202,28066,40339,9.2,35.8,29.4,42.2,9.1,-1,-1,-1,-1,-1,-1,-1,-1
"Ottawa Public Health Unit, Ontario (Peer group B)",3551,45,54,M,114510,104368,124653,4.5,100,100,100,0,4000,1547,6454,31.3,3.5,1.4,5.6,30.4,39470,32334,46607,9.2,34.5,28.6,40.4,8.7,22000,15162,28838,15.9,19.2,13.6,24.9,15,47082,38697,55466,9.1,41.1,35,47.2,7.6,-1,-1,-1,-1,-1,-1,-1,-1
"Ottawa Public Health Unit, Ontario (Peer group B)",3551,45,54,F,57768,50440,65097,6.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,16392,12472,20311,12.2,28.4,22.2,34.6,11.1,14948,9367,20529,19,25.9,17.3,34.4,16.9,25633,19605,31661,12,44.4,35,53.7,10.8,-1,-1,-1,-1,-1,-1,-1,-1
"Ottawa Public Health Unit, Ontario (Peer group B)",3551,55,64,B,56742,49502,63982,6.5,100,100,100,0,3204,1171,5238,32.4,5.6,2.2,9.1,31.6,23079,16783,29374,13.9,40.7,30.7,50.7,12.5,7052,3515,10588,25.6,12.4,6.4,18.5,24.9,21449,15671,27227,13.7,37.8,28.9,46.7,12,-1,-1,-1,-1,-1,-1,-1,-1
"Ottawa Public Health Unit, Ontario (Peer group B)",3551,55,64,M,71866,61978,81754,7,100,100,100,0,3934,1646,6222,29.7,5.5,2.3,8.6,29.3,25917,19076,32759,13.5,36.1,28,44.1,11.4,12482,7712,17251,19.5,17.4,11,23.8,18.8,29092,21836,36347,12.7,40.5,32.7,48.2,9.8,-1,-1,-1,-1,-1,-1,-1,-1
"Ottawa Public Health Unit, Ontario (Peer group B)",3551,55,64,F,33082,25754,40411,11.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,8576,5023,12128,21.1,25.9,15.3,36.6,21,6949,3268,10629,27,21,10.9,31.1,24.5,16338,10411,22266,18.5,49.4,37.8,61,12,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,12,64,B,38784,31691,45877,9.3,100,100,100,0,-1,-1,-1,-1,8.1,2.8,13.5,33.3,17342,11308,23375,17.8,44.7,33.6,55.8,12.7,5533,2339,8727,29.4,14.3,6.3,22.2,28.4,12753,8393,17114,17.4,32.9,22.6,43.2,16,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,12,64,M,59330,58567,60093,0.7,100,100,100,0,3154,1377,4930,28.7,5.3,2.3,8.3,28.6,24106,20908,27303,6.8,40.6,35.4,45.8,6.5,9375,7065,11685,12.6,15.8,11.9,19.7,12.6,22186,19704,24669,5.7,37.4,33,41.8,6.1,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,12,64,F,30401,30401,30401,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,9715,7433,11998,12,32,24.4,39.5,12,7130,4965,9295,15.5,23.5,16.3,30.6,15.5,12181,10004,14359,9.1,40.1,32.9,47.2,9.1,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,20,34,B,28929,28166,29692,1.3,100,100,100,0,1891,864,2918,27.7,6.5,3,10.1,27.6,14390,12085,16695,8.2,49.7,42.4,57.1,7.5,2245,1290,3200,21.7,7.8,4.5,11,21.5,10005,8017,11994,10.1,34.6,27.2,42,10.9,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,20,34,M,20370,18457,22282,4.8,100,100,100,0,2541,1017,4065,30.6,12.5,4.9,20.1,31,8660,6620,10699,12,42.5,33.5,51.5,10.8,4360,2843,5878,17.8,21.4,13.6,29.3,18.7,4694,2993,6395,18.5,23,15.7,30.4,16.3,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,20,34,F,10818,9293,12344,7.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3212,1814,4611,22.2,29.7,16,43.4,23.5,3576,2028,5124,22.1,33.1,19.1,47.1,21.6,2885,1455,4316,25.3,26.7,16,37.4,20.5,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,20,24,B,9551,8349,10754,6.4,100,100,100,0,1397,526,2268,31.8,14.6,5.2,24.1,33,5447,4049,6845,13.1,57,42.7,71.3,12.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.9,7.5,30.4,30.8,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,20,24,M,6830,5101,8559,12.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3351,1988,4714,20.8,49.1,30.9,67.2,18.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,20,24,F,3559,2347,4770,17.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,25,34,B,3271,2146,4396,17.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2358,1265,3450,23.6,72.1,52.5,91.7,13.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,25,34,M,13540,10972,16108,9.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,5309,3404,7213,18.3,39.2,27,51.5,15.9,2934,1512,4357,24.7,21.7,11.3,32,24.4,4123,2423,5823,21,30.5,20.2,40.7,17.1,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,25,34,F,7260,5122,9398,15,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2219,845,3594,31.6,30.6,12.2,49,30.7,2341,1026,3657,28.7,32.3,16.3,48.2,25.3,2567,1104,4031,29.1,35.4,21.1,49.6,20.5,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,35,44,B,6280,4572,7989,13.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3090,2090,4089,16.5,49.2,33.2,65.1,16.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.8,9.8,39.8,30.9,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,35,44,M,16005,14111,17899,6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,7493,6218,8768,8.7,46.8,37.7,55.9,9.9,1901,933,2868,26,11.9,6.4,17.4,23.5,6234,4253,8215,16.2,39,28.7,49.2,13.4,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,35,44,F,8050,6525,9575,9.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2725,1794,3657,17.4,33.9,22.6,45.1,16.9,1577,753,2401,26.7,19.6,10.1,29.1,24.8,3629,2217,5041,19.9,45.1,31.4,58.8,15.5,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,45,64,B,7955,6519,9391,9.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4768,3475,6060,13.8,59.9,47.3,72.6,10.7,-1,-1,-1,-1,-1,-1,-1,-1,2605,1497,3713,21.7,32.7,20.2,45.3,19.6,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,45,64,M,22955,22853,23057,0.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,7953,5842,10065,13.5,34.6,25.5,43.8,13.5,3114,2058,4170,17.3,13.6,9,18.2,17.3,11259,9337,13180,8.7,49,40.6,57.5,8.8,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,45,64,F,11533,11533,11533,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3778,2375,5180,18.9,32.8,20.6,44.9,18.9,1977,1057,2896,23.7,17.1,9.2,25.1,23.7,5667,4417,6917,11.3,49.1,38.3,60,11.3,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,45,54,B,11422,11320,11524,0.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4175,2726,5625,17.7,36.6,23.9,49.2,17.7,1138,433,1842,31.6,10,3.8,16.1,31.5,5592,3962,7222,14.9,49,34.6,63.3,15,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,45,54,M,13015,11141,14888,7.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4916,3377,6456,16,37.8,27.1,48.4,14.4,1732,778,2687,28.1,13.3,5.9,20.8,28.5,5736,4005,7468,15.4,44.1,33.1,55,12.7,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,45,54,F,6387,4953,7822,11.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2598,1505,3691,21.5,40.7,26.2,55.1,18.1,-1,-1,-1,-1,-1,-1,-1,-1,2728,1509,3947,22.8,42.7,28.1,57.3,17.4,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,55,64,B,6627,5405,7850,9.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2319,1254,3384,23.4,35,20.3,49.6,21.4,-1,-1,-1,-1,-1,-1,-1,-1,3008,1854,4163,19.6,45.4,29.9,60.9,17.5,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,55,64,M,9941,8065,11816,9.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3037,1747,4326,21.7,30.5,17.3,43.8,22.1,1382,622,2142,28.1,13.9,7,20.8,25.2,5522,3758,7286,16.3,55.6,43.1,68,11.4,-1,-1,-1,-1,-1,-1,-1,-1
"Oxford Public Health Unit, Ontario (Peer group I)",3552,55,64,F,5146,3711,6580,14.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1180,473,1888,30.6,22.9,9,36.9,31.1,-1,-1,-1,-1,20,7.3,32.6,32.5,2939,1591,4287,23.4,57.1,40.7,73.5,14.7,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,12,64,B,4795,3575,6015,13,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1857,679,3034,32.4,38.7,14.5,62.9,31.9,-1,-1,-1,-1,-1,-1,-1,-1,2583,1079,4088,29.7,53.9,27.9,79.9,24.6,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,12,64,M,657109,652863,661355,0.3,100,100,100,0,58247,46698,69795,10.1,8.9,7.1,10.6,10.1,284778,264490,305065,3.6,43.3,40.3,46.4,3.6,114957,99756,130159,6.7,17.5,15.2,19.8,6.8,193452,175295,211608,4.8,29.4,26.7,32.2,4.7,5676,2117,9236,32,0.9,0.3,1.4,32
"Peel Public Health Unit, Ontario (Peer group B)",3553,12,64,F,331983,331983,331983,0,100,100,100,0,14480,8629,20330,20.6,4.4,2.6,6.1,20.6,129682,114830,144534,5.8,39.1,34.6,43.5,5.8,76392,63395,89390,8.7,23,19.1,26.9,8.7,110879,97812,123946,6,33.4,29.5,37.3,6,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,20,34,B,325127,320881,329373,0.7,100,100,100,0,43767,33412,54122,12.1,13.5,10.3,16.7,12.1,155096,141224,168967,4.6,47.7,43.4,52,4.6,38565,29394,47736,12.1,11.9,9.1,14.6,12,82573,70112,95033,7.7,25.4,21.6,29.2,7.6,5126,1831,8422,32.8,1.6,0.6,2.6,32.9
"Peel Public Health Unit, Ontario (Peer group B)",3553,20,34,M,230361,219095,241627,2.5,100,100,100,0,36211,26478,45943,13.7,15.7,11.5,19.9,13.6,112325,98890,125760,6.1,48.8,43.6,53.9,5.4,33278,24056,42500,14.1,14.4,10.4,18.5,14.3,46784,36217,57350,11.5,20.3,15.9,24.7,11,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,20,34,F,118132,110726,125538,3.2,100,100,100,0,7989,3224,12754,30.4,6.8,2.7,10.8,30.8,59322,49372,69272,8.6,50.2,42.5,57.9,7.8,20435,13325,27545,17.8,17.3,11.2,23.4,17.9,29836,21652,38021,14,25.3,18.7,31.8,13.2,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,20,24,B,112229,103047,121411,4.2,100,100,100,0,28222,19476,36968,15.8,25.1,17.6,32.7,15.3,53003,43818,62188,8.8,47.2,40.1,54.3,7.7,12843,7310,18376,22,11.4,6.6,16.3,21.7,16947,10829,23066,18.4,15.1,9.8,20.4,17.9,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,20,24,M,82832,73637,92028,5.7,100,100,100,0,22810,14530,31091,18.5,27.5,18.1,36.9,17.4,41044,31550,50538,11.8,49.6,39,60.1,10.9,8969,3641,14297,30.3,10.8,4.4,17.3,30.4,10009,4622,15396,27.5,12.1,6,18.2,25.7,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,20,24,F,42892,35852,49932,8.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,24665,17513,31817,14.8,57.5,43.3,71.7,12.6,-1,-1,-1,-1,-1,-1,-1,-1,7101,2928,11274,30,16.6,7.5,25.6,27.8,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,25,34,B,39941,33434,46447,8.3,100,100,100,0,16628,9820,23437,20.9,41.6,26.1,57.2,19.1,16379,9808,22950,20.5,41,25.9,56.1,18.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,25,34,M,147529,134443,160614,4.5,100,100,100,0,13400,7070,19731,24.1,9.1,4.9,13.2,23.3,71281,60734,81828,7.5,48.3,42.6,54,6,24309,17119,31500,15.1,16.5,11.7,21.2,14.7,36775,28675,44874,11.2,24.9,19.8,30,10.5,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,25,34,F,75240,65039,85441,6.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,34657,26528,42786,12,46.1,37.2,54.9,9.8,15491,9546,21437,19.6,20.6,13.2,28,18.3,22735,16068,29402,15,30.2,22.1,38.3,13.7,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,35,44,B,72288,62648,81929,6.8,100,100,100,0,11594,5350,17837,27.5,16,8.1,23.9,25.1,36624,29181,44067,10.4,50.7,41.8,59.6,9,8818,4303,13333,26.1,12.2,6.2,18.2,25.1,14039,9219,18859,17.5,19.4,13.4,25.4,15.8,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,35,44,M,194260,183607,204913,2.8,100,100,100,0,11695,7333,16056,19,6,3.8,8.2,18.8,89791,77527,102055,7,46.2,40.6,51.9,6.2,33885,26342,41428,11.4,17.4,13.7,21.2,10.9,57172,47522,66823,8.6,29.4,24.5,34.3,8.5,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,35,44,F,98005,90599,105410,3.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,37078,29607,44549,10.3,37.8,30.3,45.3,10.1,23409,16954,29864,14.1,23.9,17.9,29.9,12.8,35311,27540,43082,11.2,36,28.6,43.4,10.5,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,45,64,B,96256,87539,104973,4.6,100,100,100,0,9488,5431,13546,21.8,9.9,5.7,14,21.4,52712,43891,61534,8.5,54.8,47.4,62.1,6.8,10476,6234,14718,20.7,10.9,6.6,15.2,20.1,21861,16093,27629,13.5,22.7,16.9,28.5,13.1,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,45,64,M,232488,232488,232488,0,100,100,100,0,10341,5484,15198,24,4.4,2.4,6.5,24,82662,70608,94717,7.4,35.6,30.4,40.7,7.4,47794,37298,58291,11.2,20.6,16,25.1,11.2,89495,77520,101471,6.8,38.5,33.3,43.6,6.8,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,45,64,F,115846,115846,115846,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,33282,24852,41711,12.9,28.7,21.5,36,12.9,32548,24370,40727,12.8,28.1,21,35.2,12.8,45731,37790,53673,8.9,39.5,32.6,46.3,8.9,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,45,54,B,116642,116642,116642,0,100,100,100,0,6056,2532,9581,29.7,5.2,2.2,8.2,29.7,49380,41293,57468,8.4,42.3,35.4,49.3,8.4,15246,8885,21608,21.3,13.1,7.6,18.5,21.3,43764,35574,51954,9.5,37.5,30.5,44.5,9.5,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,45,54,M,147639,137123,158154,3.6,100,100,100,0,5232,2141,8323,30.1,3.5,1.5,5.6,29.8,53465,44152,62778,8.9,36.2,30.5,41.9,8.1,33112,24233,41992,13.7,22.4,16.8,28.1,12.9,53854,44486,63221,8.9,36.5,30.5,42.4,8.3,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,45,54,F,73965,66028,81901,5.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,20173,14130,26217,15.3,27.3,19.5,35,14.5,21934,14630,29238,17,29.7,20.6,38.7,15.6,29647,22818,36476,11.8,40.1,31.7,48.4,10.6,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,55,64,B,73674,65790,81557,5.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,33291,26226,40357,10.8,45.2,36.4,53.9,9.9,11178,5263,17093,27,15.2,7.7,22.7,25.3,24207,17715,30698,13.7,32.9,24.4,41.3,13.2,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,55,64,M,84849,74334,95365,6.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,29198,20582,37813,15.1,34.4,25.3,43.5,13.5,14682,9475,19889,18.1,17.3,11,23.6,18.6,35642,26422,44861,13.2,42,33.5,50.5,10.3,-1,-1,-1,-1,-1,-1,-1,-1
"Peel Public Health Unit, Ontario (Peer group B)",3553,55,64,F,41881,33945,49818,9.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,13109,6606,19611,25.3,31.3,17.7,44.9,22.2,10614,6084,15145,21.8,25.3,14.7,35.9,21.3,16084,10369,21799,18.1,38.4,26.7,50.1,15.5,-1,-1,-1,-1,-1,-1,-1,-1
"Perth Public Health Unit, Ontario (Peer group G)",3554,12,64,B,42968,35085,50852,9.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,16089,10440,21738,17.9,37.4,25.9,49,15.8,-1,-1,-1,-1,9.5,3.4,15.6,33,19557,13112,26003,16.8,45.5,34.2,56.9,12.7,-1,-1,-1,-1,-1,-1,-1,-1
"Perth Public Health Unit, Ontario (Peer group G)",3554,12,64,M,43414,42978,43849,0.5,100,100,100,0,2756,1386,4125,25.4,6.3,3.2,9.5,25.4,18120,15823,20416,6.5,41.7,36.4,47.1,6.5,6800,5267,8333,11.5,15.7,12.1,19.2,11.6,14767,12619,16914,7.4,34,29.2,38.8,7.3,-1,-1,-1,-1,-1,-1,-1,-1
"Perth Public Health Unit, Ontario (Peer group G)",3554,12,64,F,22379,22379,22379,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,8314,6838,9791,9.1,37.2,30.6,43.7,9.1,4500,3221,5779,14.5,20.1,14.4,25.8,14.5,8855,7363,10346,8.6,39.6,32.9,46.2,8.6,-1,-1,-1,-1,-1,-1,-1,-1
"Perth Public Health Unit, Ontario (Peer group G)",3554,20,34,B,21035,20599,21470,1.1,100,100,100,0,2114,1111,3116,24.2,10,5.3,14.8,24.3,9805,8410,11201,7.3,46.6,39.9,53.3,7.3,2299,1436,3162,19.1,10.9,6.8,15.1,19.2,5912,4647,7176,10.9,28.1,22.2,34,10.7,-1,-1,-1,-1,-1,-1,-1,-1
"Perth Public Health Unit, Ontario (Peer group G)",3554,20,34,M,14445,13102,15788,4.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,6382,4872,7891,12.1,44.2,34.3,54.1,11.4,2384,1526,3242,18.4,16.5,10.5,22.5,18.4,3940,2579,5301,17.6,27.3,18.5,36.1,16.5,-1,-1,-1,-1,-1,-1,-1,-1
"Perth Public Health Unit, Ontario (Peer group G)",3554,20,34,F,7881,7073,8688,5.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3152,2106,4198,16.9,40,27.8,52.2,15.5,1870,1108,2632,20.8,23.7,14.4,33.1,20.1,2436,1511,3362,19.4,30.9,19.7,42.1,18.5,-1,-1,-1,-1,-1,-1,-1,-1
"Perth Public Health Unit, Ontario (Peer group G)",3554,20,24,B,6564,5690,7438,6.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3230,2389,4071,13.3,49.2,36,62.4,13.6,-1,-1,-1,-1,-1,-1,-1,-1,1504,573,2435,31.6,22.9,9.7,36.2,29.5,-1,-1,-1,-1,-1,-1,-1,-1
"Perth Public Health Unit, Ontario (Peer group G)",3554,20,24,M,5777,4597,6957,10.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2799,1847,3752,17.4,48.5,33.1,63.8,16.2,-1,-1,-1,-1,-1,-1,-1,-1,1246,485,2007,31.2,21.6,10.1,33.1,27.2,-1,-1,-1,-1,-1,-1,-1,-1
"Perth Public Health Unit, Ontario (Peer group G)",3554,20,24,F,2968,2165,3772,13.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1262,632,1891,25.4,42.5,23.1,62,23.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
